fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1.086048480499988,0.9591150495958433,1.1066401008954585,2.410674584730006,0.9823224998204615,1.2849657884301253,1.3722825173107145,2.16575600732409,0.37653935946628525,0.8254078713461297,0.3034237700350437,1.0689350700845217
0.6712494362226462,1.107947815912871,1.0240005606397897,0.527617363435327,1.073873539608333,0.3734906692278046,0.925157687896285,0.9954229141790041,1.3700143198300507,1.0006709232796553,0.5878621611296271,1.0689350700845217
1.7378755500786673,1.0087259717015193,1.2719191814067967,1.050141094998772,1.0967612995553009,0.8439294404290023,0.5133321871198367,1.179332400244646,1.2375509917815484,0.7815921083627483,0.8316664963535557,1.0689350700845217
1.204562493150657,0.7606713611731394,0.9413610203841205,1.207884108300944,1.2798633791310436,1.3437706348302751,1.560545603379948,1.2629276211835925,1.0057401676966702,0.6063290564292227,0.7503983846122464,1.0689350700845217
1.204562493150657,0.7606713611731394,0.9413610203841205,1.207884108300944,1.2798633791310436,1.3437706348302751,1.560545603379948,1.2629276211835925,1.0057401676966702,0.6063290564292227,0.7503983846122464,1.0689350700845217
1.7378755500786673,1.0087259717015193,1.2719191814067967,1.050141094998772,1.0967612995553009,0.8439294404290023,0.5133321871198367,1.179332400244646,1.2375509917815484,0.7815921083627483,0.8316664963535557,1.0689350700845217
0.6119924298973118,1.207169660124223,0.2802446983387681,1.0600000333301576,0.9823224998204615,0.8439294404290023,0.9722234594135933,1.1458943118690745,0.9726243356845454,0.9130393973128923,0.6284962170002817,1.0689350700845217
1.086048480499988,0.9591150495958433,1.1066401008954585,2.410674584730006,0.9823224998204615,1.2849657884301253,1.3722825173107145,2.16575600732409,0.37653935946628525,0.8254078713461297,0.3034237700350437,1.0689350700845217
0.6712494362226462,1.107947815912871,1.0240005606397897,0.527617363435327,1.073873539608333,0.3734906692278046,0.925157687896285,0.9954229141790041,1.3700143198300507,1.0006709232796553,0.5878621611296271,1.0689350700845217
1.7378755500786673,0.7110604390674633,1.3958784917903002,0.5177584251039412,0.9594347398734937,0.7851245940288527,0.8898583592583037,0.9619848258034143,1.1050876637330476,0.8254078713461297,1.197372999189449,1.0689350700845217
1.7378755500786673,0.9591150495958433,1.3132389515346312,0.5128289559382484,0.7076693804568471,0.28528339962758,0.1132731292227156,0.4604135001697902,0.3434235274541604,1.3073812641633253,1.6037135578959971,0.5043130411982559
2.03416058170534,0.7606713611731394,1.2719191814067967,0.7839497600513565,0.7534449003507829,0.46169793882802923,0.6545295016717618,1.1124562234935034,0.8401610076360432,1.175933975213181,0.6691302728709364,0.5043130411982559
1.6193615374279988,0.5126167506447594,1.1479598710232932,0.488181610109784,0.8678837000856222,0.4322955156279543,0.2544704437746407,0.6610420304232361,0.9726243356845454,1.614091605046995,1.1161048874481398,0.5043130411982559
0.8490204551986497,0.4133949064334076,1.2719191814067967,0.5177584251039412,0.9594347398734937,1.3731730580303498,1.054588559568883,0.5272896769209326,2.1647942881210644,1.1321182122297997,1.7662497813786164,1.6335570989707873
1.8563895627293372,1.7032788811809827,2.1809541242191566,2.2677199789249123,0.8678837000856222,1.167356095629826,1.3958154030693688,2.032003653821805,0.3103076954420342,1.7893546569805208,0.6691302728709364,0.5043130411982559
0.8490204551986497,0.46300582853908356,1.1892796411511277,0.5177584251039412,0.6847816205098792,0.7851245940288527,0.6898288303097431,0.5607277652965039,1.2044351597694236,1.263565501179944,1.3599092226720684,1.6335570989707873
0.6712494362226462,2.0009444138150387,-0.21559254319524634,0.47832267177839827,1.0052102597674293,0.8439294404290023,0.536865072878491,0.7947943839255396,1.1713193277572989,0.431066004495697,0.6284962170002817,1.0689350700845217
0.6119924298973118,2.893941011717206,1.6024773424294727,0.488181610109784,0.6161183406689756,0.8145270172289275,0.2544704437746407,0.19290879316518317,1.4693618158664281,0.5625132934458412,1.9287860048612357,2.1981791278570526
1.3230765058013263,1.3063915043355752,1.3545587216624657,0.47832267177839827,0.7076693804568471,0.46169793882802923,1.3840489601900416,0.6108848978598793,0.773929343611792,1.175933975213181,1.3192751668014138,1.0689350700845217
